name,position,team_name,ict_index_gw,opponent_team,starts_gw,total_points_gw,transfers_balance,value,was_home,avg_home_difficulty,avg_away_difficulty,avg_difficulty,team_id,opponent_team_difficulty,name_substring
Travis Hernes,MID,Newcastle,0.0,20,0,0,10,45,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Hernes
Marcus Tavernier,MID,Bournemouth,2.9,6,1,2,23026,54,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Tavernier
Matthew Cox,GK,Brentford,0.0,7,0,0,-2,40,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Cox
Manuel Akanji,DEF,Man City,0.0,14,0,0,8627,49,True,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.8421052631578947,Akanji
Matheus França de Oliveira,MID,Crystal Palace,0.0,18,0,1,258,48,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Oliveira
Justin Hubner,DEF,Wolves,0.0,15,0,0,173,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.8157894736842106,Hubner
Lucas Tolentino Coelho de Lima,MID,West Ham,5.1,9,1,2,7259,60,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Lima
Rasmus Højlund,FWD,Man Utd,0.0,13,0,0,-294531,71,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Højlund
Luca Koleosho,MID,Burnley,0.0,3,0,0,-60,48,True,,,,,2.894736842105263,Koleosho
Rayan Aït-Nouri,DEF,Wolves,3.6,15,1,0,15471,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.8157894736842106,Aït-Nouri
Calum Chambers,DEF,Aston Villa,0.0,12,0,0,6065,38,False,2.631578947368421,3.0,2.8157894736842106,2.0,2.763157894736842,Chambers
Ben Davies,DEF,Spurs,0.0,8,0,0,388,43,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Davies
Emerson Palmieri dos Santos,DEF,West Ham,4.2,9,1,2,48554,44,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Santos
Luis Díaz,MID,Liverpool,6.9,16,1,3,155243,75,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Díaz
Lawrence Vigouroux,GK,Burnley,0.0,3,0,0,-363,39,True,,,,,2.894736842105263,Vigouroux
Jakub Moder,MID,Brighton,0.3,10,0,1,-49,44,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Moder
Tommi O'Reilly,MID,Aston Villa,0.0,12,0,0,-26,45,False,2.631578947368421,3.0,2.8157894736842106,2.0,2.763157894736842,O'Reilly
Dara Costelloe,MID,Burnley,0.0,3,0,0,-3,45,True,,,,,2.894736842105263,Costelloe
Ashley Phillips,DEF,Spurs,0.0,8,0,0,-100,40,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Phillips
John Stones,DEF,Man City,3.4,14,1,2,4425,53,True,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.8421052631578947,Stones
Idrissa Gueye,MID,Everton,0.0,19,0,0,-96,48,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Gueye
Harry Wilson,MID,Fulham,11.8,5,1,14,-69,53,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.894736842105263,Wilson
Marcus Bettinelli,GK,Chelsea,0.0,4,0,0,26,40,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.894736842105263,Bettinelli
Malcolm Ebiowei,MID,Crystal Palace,0.0,18,0,0,-31,44,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Ebiowei
Benjamin White,DEF,Arsenal,6.5,17,1,13,10583,56,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,White
Leigh Kavanagh,DEF,Brighton,0.0,10,0,0,-11,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Kavanagh
Teden Mengi,DEF,Luton,2.9,2,1,1,2088,39,True,,,,,2.8157894736842106,Mengi
Ezri Konsa Ngoyo,DEF,Aston Villa,1.8,12,1,1,-7163,45,False,2.631578947368421,3.0,2.8157894736842106,2.0,2.763157894736842,Ngoyo
Luis Sinisterra,MID,Bournemouth,0.0,6,0,0,1686,55,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Sinisterra
Thomas Partey,MID,Arsenal,0.6,17,0,1,-49,48,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Partey
Jayden Luker,MID,Luton,0.0,2,0,0,-11,45,True,,,,,2.8157894736842106,Luker
Jamal Lewis,DEF,Newcastle,0.0,20,0,0,-3,40,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Lewis
Leon Bailey,MID,Aston Villa,10.4,12,1,4,90116,56,False,2.631578947368421,3.0,2.8157894736842106,2.0,2.763157894736842,Bailey
Jonny Evans,DEF,Man Utd,2.5,13,1,2,-3620,40,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Evans
Ethan Horvath,GK,Nott'm Forest,0.0,11,0,0,-97,43,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Horvath
Valentín Barco,DEF,Brighton,0.0,10,0,0,188,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Barco
Luke Plange,FWD,Crystal Palace,0.0,18,0,0,-2,45,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Plange
Luke Shaw,DEF,Man Utd,0.0,13,0,0,-13938,52,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Shaw
Oliver Scarles,DEF,West Ham,0.0,9,0,0,55,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Scarles
Mario Lemina,MID,Wolves,2.8,15,1,2,-375,49,False,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.8157894736842106,Lemina
Andi Zeqiri,FWD,Brighton,0.0,10,0,0,-243,44,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Zeqiri
James Tarkowski,DEF,Everton,2.9,19,1,1,-9766,46,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Tarkowski
Kristoffer Ajer,DEF,Brentford,1.2,7,1,1,422,44,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Ajer
Brennan Johnson,MID,Spurs,6.8,8,0,8,-126,58,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Johnson
Jake O'Brien,DEF,Crystal Palace,0.0,18,0,0,-28,40,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,O'Brien
Eddie Beach,GK,Chelsea,0.0,4,0,0,-20,40,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.894736842105263,Beach
James Sweet,DEF,Arsenal,0.0,17,0,0,34,40,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Sweet
Ryan Sessegnon,DEF,Spurs,0.0,8,0,0,-3,44,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Sessegnon
Justin Kluivert,MID,Bournemouth,8.3,6,1,7,3409,46,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Kluivert
Viljami Sinisalo,GK,Aston Villa,0.0,12,0,0,-5,40,False,2.631578947368421,3.0,2.8157894736842106,2.0,2.763157894736842,Sinisalo
Pierre-Emile Højbjerg,MID,Spurs,0.7,8,0,1,-47,52,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Højbjerg
Lesley Ugochukwu,MID,Chelsea,0.0,4,0,0,-212,44,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.894736842105263,Ugochukwu
Jadan Raymond,MID,Crystal Palace,0.0,18,0,0,-13,45,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Raymond
Arnaut Danjuma Groeneveld,MID,Everton,0.0,19,0,0,-148,52,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Groeneveld
Callum Hudson-Odoi,MID,Nott'm Forest,5.3,11,1,2,1699,47,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Hudson-Odoi
Kieran Tierney,DEF,Arsenal,0.0,17,0,0,-23,44,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Tierney
Tim Ream,DEF,Fulham,0.0,5,0,0,-1298,45,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.894736842105263,Ream
Phil Foden,MID,Man City,23.4,14,1,15,42422,81,True,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.8421052631578947,Foden
Christian Eriksen,MID,Man Utd,0.0,13,0,0,-185,58,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Eriksen
Fábio Silva,FWD,Wolves,0.0,15,0,0,-143,52,False,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.8157894736842106,Silva
Ivo Grbic,GK,Sheffield Utd,2.6,1,1,0,43,45,True,,,,,2.736842105263157,Grbic
Alfie Whiteman,GK,Spurs,0.0,8,0,0,-6,39,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Whiteman
James Tomkins,DEF,Crystal Palace,0.0,18,0,0,-158,40,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Tomkins
William Osula,FWD,Sheffield Utd,0.0,1,0,1,28,43,True,,,,,2.736842105263157,Osula
Ollie Watkins,FWD,Aston Villa,17.2,12,1,13,275132,89,False,2.631578947368421,3.0,2.8157894736842106,2.0,2.763157894736842,Watkins
Gabriel dos Santos Magalhães,DEF,Arsenal,3.0,17,1,6,185766,53,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Magalhães
Takehiro Tomiyasu,DEF,Arsenal,0.0,17,0,0,-561,45,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Tomiyasu
Harrison Reed,MID,Fulham,3.2,5,1,3,89,45,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.894736842105263,Reed
Manor Solomon,MID,Spurs,0.0,8,0,0,-13,51,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Solomon
Marcus Oliveira Alencar,MID,Arsenal,0.0,17,0,0,-11,45,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Alencar
Eric Bailly,DEF,Man Utd,0.0,13,0,0,-32,40,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Bailly
Hakim Ziyech,MID,Chelsea,0.0,4,0,0,-8,54,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.894736842105263,Ziyech
Gianluca Scamacca,FWD,West Ham,0.0,9,0,0,-3,60,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Scamacca
Wilson Odobert,MID,Burnley,10.6,3,1,2,-974,50,True,,,,,2.894736842105263,Odobert
Jili Buyabu,DEF,Sheffield Utd,0.0,1,0,0,-54,40,True,,,,,2.736842105263157,Buyabu
Benicio Baker-Boaitey,MID,Brighton,0.0,10,0,0,-14,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Baker-Boaitey
Christian Nørgaard,MID,Brentford,4.2,7,1,2,-1696,53,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Nørgaard
Sean Longstaff,MID,Newcastle,1.4,20,1,3,-1580,48,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Longstaff
Pelly Ruddock Mpanzu,MID,Luton,0.1,2,0,1,-21,47,True,,,,,2.8157894736842106,Mpanzu
Danny Ings,FWD,West Ham,0.0,9,0,0,-127,56,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Ings
Donny van de Beek,MID,Man Utd,0.0,13,0,0,-18,47,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Beek
Giulian Biancone,DEF,Nott'm Forest,0.0,11,0,0,-33,39,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Biancone
Albert Sambi Lokonga,MID,Luton,0.0,2,0,0,-191,49,True,,,,,2.8157894736842106,Lokonga
Luke McNally,DEF,Burnley,0.0,3,0,0,-8,40,True,,,,,2.894736842105263,McNally
Kaoru Mitoma,MID,Brighton,0.0,10,0,0,-66993,64,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Mitoma
Abdul Rahman Baba,DEF,Chelsea,0.0,4,0,0,-1,40,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.894736842105263,Baba
Dango Ouattara,MID,Bournemouth,0.2,6,0,1,35,47,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Ouattara
Daniel Jebbison,FWD,Sheffield Utd,0.0,1,0,0,-101,48,True,,,,,2.736842105263157,Jebbison
Simon Adingra,MID,Brighton,3.3,10,0,1,-5691,50,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Adingra
Scott Twine,MID,Burnley,0.0,3,0,0,-2,49,True,,,,,2.894736842105263,Twine
Daiki Hashioka,DEF,Luton,0.6,2,0,1,35,40,True,,,,,2.8157894736842106,Hashioka
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,2.4,11,1,2,-1140,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Santos
Owen Hesketh,MID,Wolves,0.0,15,0,0,0,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.8157894736842106,Hesketh
Sergio Gómez,DEF,Man City,0.0,14,0,0,1532,38,True,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.8421052631578947,Gómez
Wataru Endo,MID,Liverpool,0.9,16,0,1,-346,54,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Endo
Danilo dos Santos de Oliveira,MID,Nott'm Forest,1.5,11,0,0,-154,53,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Oliveira
David Raya Martin,GK,Arsenal,0.4,17,1,6,42374,50,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Martin
Jacob Murphy,MID,Newcastle,1.8,20,1,3,-246,48,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Murphy
Reuell Walters,DEF,Arsenal,0.0,17,0,0,-51,40,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Walters
Thomas Kaminski,GK,Luton,4.2,2,1,2,4153,45,True,,,,,2.8157894736842106,Kaminski
Amadou Diallo,MID,Newcastle,0.0,20,0,0,-1,45,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Diallo
Jean-Philippe Mateta,FWD,Crystal Palace,1.3,18,1,2,1055,49,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Mateta
Dovydas Sasnauskas,DEF,Sheffield Utd,0.0,1,0,0,32,40,True,,,,,2.736842105263157,Sasnauskas
Ben Pearson,MID,Bournemouth,0.0,6,0,0,-1,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Pearson
Bailey Peacock-Farrell,GK,Burnley,0.0,3,0,0,-6,40,True,,,,,2.894736842105263,Peacock-Farrell
Felipe Augusto de Almeida Monteiro,DEF,Nott'm Forest,0.0,11,0,-1,-139,44,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Monteiro
William Saliba,DEF,Arsenal,3.1,17,1,6,90127,57,False,2.526315789473684,2.9473684210526314,2.736842105263157,1.0,2.894736842105263,Saliba
Michael Obafemi,FWD,Burnley,0.0,3,0,0,-31,49,True,,,,,2.894736842105263,Obafemi
Ben Godfrey,DEF,Everton,1.9,19,1,1,172,43,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Godfrey
Franco Umeh-Chibueze,FWD,Crystal Palace,0.0,18,0,0,113,45,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Umeh-Chibueze
Victor da Silva,DEF,Burnley,2.7,3,1,1,-703,44,True,,,,,2.894736842105263,Silva
André Tavares Gomes,MID,Everton,3.4,19,0,1,-147,44,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Gomes
Destiny Udogie,DEF,Spurs,3.2,8,1,2,-25613,49,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Udogie
Ryan Trevitt,MID,Brentford,0.0,7,0,0,-4,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Trevitt
Dion Pereira,MID,Luton,0.0,2,0,0,-34,44,True,,,,,2.8157894736842106,Pereira
Tayo Adaramola,DEF,Crystal Palace,0.0,18,0,0,-23,40,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Adaramola
Connor Roberts,DEF,Burnley,0.0,3,0,0,-267,43,True,,,,,2.894736842105263,Roberts
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.2,12,1,4,322403,56,False,2.631578947368421,3.0,2.8157894736842106,2.0,2.763157894736842,Paulo
Mark Flekken,GK,Brentford,2.3,7,1,2,2643,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Flekken
Martin Dubravka,GK,Newcastle,2.2,20,1,7,-34316,42,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Dubravka
James McConnell,MID,Liverpool,0.0,16,0,0,65,44,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,McConnell
Stefan Bajcetic,MID,Liverpool,0.0,16,0,0,-5,47,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Bajcetic
Andreas Hoelgebaum Pereira,MID,Fulham,3.4,5,1,3,-2291,53,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.894736842105263,Pereira
Joseph Johnson,DEF,Luton,0.0,2,0,0,-65,40,True,,,,,2.8157894736842106,Johnson
Toby Collyer,MID,Man Utd,0.0,13,0,0,10,45,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Collyer
Marc Cucurella Saseta,DEF,Chelsea,0.0,4,0,0,-233,48,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.894736842105263,Saseta
João Palhinha Gonçalves,MID,Fulham,0.0,5,0,0,-2672,50,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.894736842105263,Gonçalves
Bryan Gil Salvatierra,MID,Spurs,0.0,8,0,0,-4,49,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Salvatierra
Jimi Tauriainen,MID,Chelsea,0.0,4,0,0,0,45,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.894736842105263,Tauriainen
Neco Williams,DEF,Nott'm Forest,3.1,11,1,2,-66,43,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Williams
Harrison Ashby,DEF,Newcastle,0.0,20,0,0,-5,40,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Ashby
Billy Gilmour,MID,Brighton,0.0,10,0,0,-3029,49,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Gilmour
John Egan,DEF,Sheffield Utd,0.0,1,0,0,-20,43,True,,,,,2.736842105263157,Egan
Mikkel Damsgaard,MID,Brentford,0.0,7,0,0,5,48,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Damsgaard
Angelo Ogbonna,DEF,West Ham,0.0,9,0,1,-162,43,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Ogbonna
Chris Basham,DEF,Sheffield Utd,0.0,1,0,0,-464,39,True,,,,,2.736842105263157,Basham
Son Heung-min,MID,Spurs,10.5,8,1,7,628152,97,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Heung-min
Joe Gomez,DEF,Liverpool,4.2,16,1,6,-9677,46,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Gomez
Darren Randolph,GK,Bournemouth,0.0,6,0,0,-221,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Randolph
Ben Johnson,DEF,West Ham,0.0,9,0,1,-64,44,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Johnson
Pedro Porro,DEF,Spurs,0.0,8,0,0,-253683,57,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Porro
Manuel Benson Hedilazio,MID,Burnley,2.2,3,0,1,-22,52,True,,,,,2.894736842105263,Hedilazio
Levi Colwill,DEF,Chelsea,2.9,4,1,1,-1999,47,False,2.631578947368421,3.0,2.8157894736842106,6.0,2.894736842105263,Colwill
Jonathan Panzo,DEF,Nott'm Forest,0.0,11,0,0,-32,40,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Panzo
Pablo Fornals Malla,MID,West Ham,0.0,9,0,0,-87,46,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Malla
Elijah Adebayo,FWD,Luton,0.0,2,0,0,-94918,49,True,,,,,2.8157894736842106,Adebayo
Rico Henry,DEF,Brentford,0.0,7,0,0,-550,43,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Henry
Owen Beck,DEF,Liverpool,0.0,16,0,0,-4,45,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Beck
Bobby Clark,MID,Liverpool,1.9,16,1,1,210,44,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Clark
Flynn Downes,MID,West Ham,0.0,9,0,0,-3,50,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Downes
Max Kinsey,DEF,Bournemouth,0.0,6,0,0,52,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Kinsey
Ben Greenwood,DEF,Bournemouth,0.0,6,0,0,-331,40,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Greenwood
Alfie Dorrington,DEF,Spurs,0.0,8,0,0,18,40,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Dorrington
Joe Willock,MID,Newcastle,3.9,20,1,3,661,53,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Willock
Javier Manquillo Gaitán,DEF,Newcastle,0.0,20,0,0,-33,40,True,2.631578947368421,3.0,2.8157894736842106,15.0,2.894736842105263,Gaitán
Kobbie Mainoo,MID,Man Utd,2.3,13,1,2,-2663,44,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Mainoo
Dominic Calvert-Lewin,FWD,Everton,3.9,19,0,1,3192,58,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Calvert-Lewin
Tommy Doyle,MID,Wolves,2.2,15,1,2,-117,44,False,2.6842105263157894,3.1052631578947367,2.894736842105263,20.0,2.8157894736842106,Doyle
Halil Dervişoğlu,FWD,Brentford,0.0,7,0,0,-2,45,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Dervişoğlu
Gabriel Osho,DEF,Luton,0.0,2,0,0,-1918,44,True,,,,,2.8157894736842106,Osho
João Pedro Junqueira de Jesus,FWD,Brighton,0.0,10,0,0,-55573,53,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Jesus
Vincent Angelini,GK,Brentford,0.0,7,0,0,34,40,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Angelini
Kurt Zouma,DEF,West Ham,8.8,9,1,8,-890,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Zouma
Omar Richards,DEF,Nott'm Forest,0.0,11,0,0,-5,44,True,2.6842105263157894,3.1052631578947367,2.894736842105263,16.0,2.894736842105263,Richards
Mark O’Mahony,FWD,Brighton,0.0,10,0,0,90,45,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,O’Mahony
Iliman Ndiaye,FWD,Sheffield Utd,0.0,1,0,0,-1,55,True,,,,,2.736842105263157,Ndiaye
Elliot Thorpe,MID,Luton,0.0,2,0,0,-1,45,True,,,,,2.8157894736842106,Thorpe
Shea Charles,MID,Man City,0.0,14,0,0,-2,45,True,2.526315789473684,2.9473684210526314,2.736842105263157,13.0,2.8421052631578947,Charles
Joe Rodon,DEF,Spurs,0.0,8,0,0,-37,40,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Rodon
Habeeb Ogunneye,DEF,Man Utd,0.0,13,0,0,0,40,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Ogunneye
Neal Maupay,FWD,Brentford,0.0,7,0,1,13129,49,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Maupay
Jordan Ayew,MID,Crystal Palace,1.9,18,1,3,-3583,54,False,2.6842105263157894,3.0526315789473686,2.8684210526315788,7.0,2.8157894736842106,Ayew
Divin Mubama,FWD,West Ham,0.0,9,0,0,8101,42,False,2.6842105263157894,3.1052631578947367,2.894736842105263,19.0,2.8684210526315788,Mubama
Nathaniel Phillips,DEF,Liverpool,0.0,16,0,0,-51,40,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Phillips
Dominik Szoboszlai,MID,Liverpool,0.9,16,0,1,-6154,71,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Szoboszlai
Ryan Oné,MID,Sheffield Utd,0.0,1,0,0,0,44,True,,,,,2.736842105263157,Oné
Kristian Sekularac,MID,Fulham,0.0,5,0,0,12,44,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,9.0,2.894736842105263,Sekularac
Jordan Clark,MID,Luton,3.8,2,1,2,520,48,True,,,,,2.8157894736842106,Clark
Elijah Campbell,DEF,Everton,0.0,19,0,0,-29,40,True,2.6842105263157894,3.0526315789473686,2.8684210526315788,8.0,2.894736842105263,Campbell
Mason Mount,MID,Man Utd,0.0,13,0,0,-324,68,False,2.631578947368421,3.0526315789473686,2.8421052631578947,14.0,2.736842105263157,Mount
Ellery Balcombe,GK,Brentford,0.0,7,0,0,-95,39,True,2.6842105263157894,3.1052631578947367,2.894736842105263,4.0,2.8684210526315788,Balcombe
David Brooks,MID,Bournemouth,0.0,6,0,0,-95,47,False,2.6842105263157894,3.1052631578947367,2.894736842105263,3.0,2.8157894736842106,Brooks
Pascal Groß,MID,Brighton,1.3,10,0,1,66075,66,False,2.6842105263157894,3.1052631578947367,2.894736842105263,5.0,2.894736842105263,Groß
John McGinn,MID,Aston Villa,4.2,12,1,2,-2364,55,False,2.631578947368421,3.0,2.8157894736842106,2.0,2.763157894736842,McGinn
Treymaurice Nyoni,MID,Liverpool,0.0,16,0,0,12,45,False,2.5789473684210527,2.9473684210526314,2.763157894736842,12.0,2.894736842105263,Nyoni
Tanguy Ndombélé Alvaro,MID,Spurs,0.0,8,0,0,-81,44,True,2.631578947368421,3.0,2.8157894736842106,18.0,2.8684210526315788,Alvaro
